"Gene","Enrichment (WT)","FPM (WT)","ob/ob vs. Control","P (ob-ctrl)","STAT3KO vs. Control","P (ko-ctrl)","STAT3KO vs. ob/ob","P (ko-ob)","Group"
"Gbp7",0.0541610258520932,2.7405050849331,-0.727964370179054,0.21745596621686,1.93250451366822,3.13223586350118e-11,-2.66046888384727,1.67391968965298e-14,"IV"
"Gbp8",-0.334335037713865,0.117005828990774,-2.40162692555601,0.458049635004554,3.12610596005487,0.000283806584605557,-5.52773288561088,0.00803189124646455,"IV"
"Gbp9",1.57123750012587,2.3479436735268,-1.70036138128491,0.000724204522797722,2.40389136181601,6.70759520326465e-17,-4.10425274310091,6.78632268489398e-26,"IV"
"Gm12185",-0.565964886775282,0.0422705659929856,-2.48064316875438,0.488755634680773,5.48922275719447,2.47808910443991e-07,-7.96986592594885,2.1316094832619e-05,"IV"
"H2-K1",0.337771935796205,7.43591291319828,-0.812617911004926,0.0624532335303866,3.28164336655298,3.26217739630372e-43,-4.0942612775579,5.67517839617171e-49,"IV"
"H2-Q6",1.77411703125349,1.05630230200298,-1.52726387402661,0.0383217795341539,4.70900448347776,9.24743331624405e-50,-6.23626835750437,5.21740721786952e-39,"IV"
"Ifi203",-1.22247745533194,0.296272708273029,-1.23604737844185,0.508581669300519,2.58227163402097,0.00117061999936528,-3.81831901246282,0.000320316364442603,"IV"
"Ifi47",1.07856109329991,0.738273062027631,-1.58617531630244,0.2459266612558,5.59584226140356,1.98652850000023e-20,-7.18201757770601,3.58703999949146e-20,"IV"
"Ifih1",0.22649942981452,3.13876231696433,-0.715775691967846,0.295542363680839,1.06047409940025,0.0124164822784562,-1.7762497913681,3.93522485712509e-05,"IV"
"Igtp",0.9658848031973,3.87533457757093,-0.749459452100126,0.0983289109922011,3.90529937952645,4.18640567993257e-69,-4.65475883162657,8.67073487044142e-66,"IV"
"Iigp1",-0.29166291179197,0.743553403733756,-1.49635003563515,0.0952380033180654,5.13929704250994,1.03110631751013e-48,-6.63564707814509,4.4085010073863e-35,"IV"
"Irf9",1.06285420205355,20.9744438259294,-1.31614373493528,3.2092631645973e-07,1.10846988746687,8.37818827294351e-08,-2.42461362240214,2.96860284952626e-27,"IV"
"Irgm2",0.0991940097636617,2.524885824462,-1.0474444332013,0.0289093137041551,4.53606855162584,2.48198965211347e-77,-5.58351298482714,6.28909261420864e-70,"IV"
"Mlkl",0.586463736377933,0.197761991425686,-1.30582456845573,0.541078333564858,2.68455419889277,0.00132809893928334,-3.99037876734849,0.00105890794349735,"IV"
"Mndal",-0.928777651306234,0.261702968880203,-1.27577835871201,0.503160009909489,2.33106869109106,0.00357638844620509,-3.60684704980306,0.00121798998750556,"IV"
"Nlrc5",0.678132109956772,0.710189088634852,-0.634506523249146,0.548200831316001,2.9987237416985,9.11254794338525e-15,-3.63323026494765,5.24844428895968e-13,"IV"
"Olfr56",-1.45264655458402,0.0177615124984281,-1.39555901394492,0.795464415376623,5.0712999942727,0.0126270180770031,-6.46685900821763,0.0108373955432047,"IV"
"Parp14",-0.159128810453935,1.12405180148675,-0.615404867004542,0.548200831316001,2.69083990521981,1.20538595560713e-10,-3.30624477222435,6.46436788077614e-11,"IV"
"Phf11d",0.220288230111701,0.258590973378221,-2.12313940594327,0.369794399463522,2.22998611648753,0.088968497048442,-4.3531255224308,0.0063793084468229,"IV"
"Stat1",0.60249134135858,18.6630109129124,-0.788514834857862,0.00927892378310232,1.75326075856794,1.59333105289728e-19,-2.5417755934258,7.82423197821557e-31,"IV"
"Tgtp2",0.541088114360363,0.152659741485671,-2.91521693592513,0.508581669300519,4.58289616104009,0.0247147770305774,-7.49811309696521,0.00828826164916082,"IV"
"Tnfsf10",1.03337419185484,1.43356477484195,-1.94358567876278,0.00841408169728628,1.69754631923271,0.000101205184534904,-3.64113199799549,5.92120522837293e-11,"IV"
"Uba7",1.26166928059586,1.38788530739984,-2.47705407263842,0.00127992836775485,1.83203252891061,2.34816432834588e-05,-4.30908660154902,2.0838012694537e-12,"IV"
"Usp18",0.0340684183965835,0.942039358498253,-0.672170408784205,0.382513467919611,3.63658034456322,9.96642384372295e-40,-4.30875075334742,6.14026817649872e-30,"IV"
"Xaf1",-1.37752357183008,4.21624233152193,-0.66802223684388,0.295542363680839,2.37962060569768,1.64587755947772e-14,-3.04764284254156,2.01134761559004e-17,"IV"
"Zbp1",-0.333475209554771,0.113089971941674,-0.687532783654416,0.7961889434034,6.16057883568869,4.82036486623189e-22,-6.84811161934311,1.74382501159286e-11,"IV"
"Procr",2.15045542085325,1.84241354137068,1.10929384468886,0.0418892733692074,-1.19315636116802,0.012101888849373,2.30245020585688,3.65390007073682e-08,"IV'"
