"Gene","FPM (WT)","FPM (STAT3KO)","FPM (ob/ob)","Enrichment (WT)","P (WT)","Enrichment (STAT3KO)","P (STAT3KO)","Enrichment (ob/ob)","P (ob/ob)"
"4921507P07Rik",3.47803223278935,5.14410847967723,4.91140563354653,0.583283176564082,0.0443345521026768,0.80616711308438,0.00263773619651401,0.578266229607599,0.177600888461384
"Apmap",72.5133782212526,66.2104443802627,73.2174812261767,0.709030680505178,0.00150457989546174,0.623167105360462,0.00663868740462047,0.633396149450667,0.0498641883934785
"Gm5617",5.38281683769156,4.45725680605109,4.78547215576328,0.747023977136555,0.00658801138784565,0.694733267520861,0.0142698570836175,0.52218021725734,0.250043758742805
"Nsmce2",74.3910335004503,74.8853367411354,66.6881051888965,0.64466375168259,1.34456963994344e-08,0.683734977892667,1.56295574106994e-09,0.63510629931606,5.20493051462564e-05
"Npsr1",5.67737682554961,5.8845995137322,4.62813049942024,0.657307984044579,0.0124883750365601,0.761805312015403,0.00333112294147551,0.542701482093888,0.206800483964228
"Coa3",123.255906574561,104.069718218431,136.68927035379,0.68410585463853,0.000114129979553282,0.602751813646962,0.000891249144148216,0.674770006555446,0.00628754427140029
"Mafk",23.36760918796,26.3707143283598,28.7155505373077,0.69019485950083,0.000610759165589787,0.663404546585127,0.0010627662628302,0.607611516880226,0.0356979803482598
"1110059E24Rik",58.4896318188725,63.9205034124208,67.6532377863496,0.627554354611179,0.000160767771935266,0.589327880677228,0.000461643089475723,0.742857788633897,0.00109590425943661
"Mrpl34",36.8324568435743,33.3538996772463,42.4371368560989,0.725594036200303,0.00131980994169032,0.664087594012814,0.00400733433554525,0.566431276459898,0.0929423764622764
"Dynlrb1",263.063319340414,277.550019101505,336.677669806126,0.656962448328272,0.000368462170071037,0.64812059574975,0.000515506559003653,0.650622642246525,0.0115974163783678
"Gldn",9.80694520536492,8.97861622648606,6.45025406379256,0.803979983643433,0.0102392903340991,0.716736632938855,0.0260985977392948,0.434779103344543,0.448423980871936
"Rpl36a",14.4331213421098,15.6734880984331,17.7115392222261,0.625372497391691,0.00588572891039932,0.61525939969097,0.00703789589834707,0.714845826753489,0.0240815662654761
"Cdk18",143.867283099499,123.283716297064,105.979895149016,0.849739694229531,1.93842380361665e-06,0.685562476586001,0.000184337989357109,0.419701804889307,0.138059973520126
"Prkar1a",2054.94709568291,2121.22291689639,1896.2115497635,0.718548489984805,1.49110950200571e-09,0.659348435390513,4.28383703463998e-08,0.576312701691782,0.000505750262190319
"Eef1akmt1",34.8988561927527,29.7622329400368,32.8317659997405,0.711767837425739,2.91001351540973e-08,0.518965954653892,8.75970743926498e-05,0.722764783696457,5.25056950050639e-05
"Eif1b",221.435830188664,252.906301285087,289.749432880666,0.608513414575986,7.36211234507386e-07,0.629741780576238,3.2122957073614e-07,0.715011281934974,1.4416788822281e-05
"Creld2",14.1506436405174,9.77285234801807,10.6275555242606,0.843298348114202,0.000254717491630409,0.647759945502837,0.00767136741931263,0.461575333694439,0.229418286944482
"Cyp4v3",2.69566193176898,3.32346248125223,4.43669137945991,0.0955943592523133,0.878982458278091,0.92918088434467,0.00610827570425102,0.92753383813899,0.0547945973946232
"Chmp5",207.591754860585,212.187619384503,180.654912534131,0.612499068457855,1.93752488732787e-07,0.757376113400122,7.40022194799931e-11,0.582428282500393,0.00034263645821237
"Irf2bp1",96.2699904310385,90.4329550795563,102.942859789593,0.848530587653804,1.24745604923211e-07,0.673420849893863,4.14306256243216e-05,0.429805721596384,0.080324764747034
"Bmp3",5.98227547316177,4.71909222905985,3.27665894387779,0.808631969529679,0.00405376706966219,0.772106631896798,0.00786226344554454,0.37089454167587,0.519327057150121
"Ndufc1",92.827102982479,94.839348590857,101.998923122217,0.574202576580828,0.000318565611126859,0.631089714912041,7.69000789305763e-05,0.746226356545616,0.000541421148374854
"Taf11",82.6343019276896,85.8000764203198,87.9974374344567,0.637688518944312,2.70063484303987e-05,0.641977548605054,2.68054199246701e-05,0.671287315422481,0.00139166551209711
"Syt17",109.190456275843,112.083296230181,100.81931184496,0.813343222721283,6.29051342275692e-08,0.700332698770778,4.47498555139681e-06,0.43706323799524,0.0536612383553021
"Rit2",615.509943275868,645.460129673541,576.020028144103,0.703253068294218,7.50126658170730e-09,0.645061607956889,1.62365236836312e-07,0.601743763852131,0.000363116524882198
"Krtcap3",2.47430208341571,2.15079682965732,1.71392529849735,0.898764382748483,0.0204817239554362,0.647842556838278,0.117729554136969,0.403420004176403,0.63331473449496
"Fuca1",39.1894315434834,39.5889698456763,42.0474221328524,0.736298270243084,4.12507576317258e-05,0.698966667336442,0.000118518079184409,0.514316018427886,0.0532718868552899
"Mrpl55",32.7783458029402,37.8709594411128,41.5794877267506,0.553786039944183,0.00586391702379968,0.701614260287569,0.000372381543189099,0.693819350729921,0.0115834239041584
"Pcdhga5",3.34509658021921,2.18517433543315,1.90572181734275,1.01831113638601,0.0135424735415136,0.551043958651408,0.24730760550649,0.379496196385112,0.691759492960187
"Tcp1",321.274944949123,387.564208896205,348.361949813803,0.620239522422278,3.51462864803178e-05,0.679849538660235,5.90282527301518e-06,0.648219489022845,0.00169566811394513
"Rhbdd2",147.677286920843,133.961943015203,149.251896433654,0.762883554965397,7.97634495482665e-07,0.598992901744628,0.00016246912848905,0.585327194339215,0.00767686761113203
"Ndufv3",145.306492005118,151.642185458976,163.055792998228,0.74149113801861,4.04979885220645e-05,0.640788821529953,0.000520291344192804,0.564746425718178,0.0308739339657383
"Rasgrf2",295.417551427927,305.655207380927,260.618665316575,0.741046151438082,0.00293094297542896,0.644580904288274,0.0120510970744546,0.561052551520435,0.139277226670991
"Cabcoco1",3.16401922679695,3.8311055512865,3.66469994338092,0.415690989478889,0.181157761923567,0.658770031844661,0.0209347659910668,0.871754042435087,0.0372330616227201
"Cox6b1",352.192723166628,389.699325465953,454.216785457997,0.607889709073125,0.00128702835335477,0.637837926203024,0.00078426115576585,0.699917610281193,0.00690051104480447
"Scx",5.74796457153396,4.5079176330516,6.88060197043799,1.29605186130592,9.82447407904967e-06,0.478594117275777,0.15064935720878,0.168604260907099,0.849614916939589
"BC030500",28.7844103833431,27.5255342859171,25.9914398138164,0.696062206389726,3.80043186126196e-09,0.627424482347511,1.32811803611601e-07,0.61967297241741,0.000253250275720477
"Arl6",69.2937129410053,70.7761384664932,72.6090664026784,0.568452492434994,0.000111156281513287,0.598870181367495,4.94416411413989e-05,0.775796280133245,8.69278722879147e-05
"Cmss1",17.2848758098128,17.1232097417358,15.9706820246518,0.671432288256497,3.75926389117268e-06,0.660478740706618,5.46243650210881e-06,0.609797283518592,0.00387069328307784
"Togaram2",13.7912400383694,10.4003093236274,9.52248740115812,0.906456329069347,6.46384075163815e-05,0.569317987203858,0.0189769961056068,0.464746685188156,0.22348246626813
"Pnma2",165.53199893641,144.963665401194,146.79107869922,0.703895254560843,5.0616611840452e-06,0.641581520453789,4.21901867847137e-05,0.593004502003636,0.00643889957761229
"Nono",117.825917013536,124.443930091527,130.401549023593,0.642804949909728,0.000325439436818921,0.647996497886095,0.000327941454843137,0.647361220999146,0.00949384454533312
"Bcl3",1.56732978360407,1.20016438280744,0.901328996689864,0.916501712729762,0.0524838519437071,0.88163849220364,0.0765078231439384,0.139397444548209,0.955604279953316
"Mettl18",10.3823152271673,10.1757618879706,10.2200772714354,0.838010161236928,6.67248517162606e-05,0.510848202217182,0.0209024401345532,0.58857471337467,0.0642258037188271
"Snap47",841.556947998451,898.517291756919,891.439172088049,0.758112479955328,2.30013052310046e-09,0.639380828970503,7.8006999659372e-07,0.539820729925611,0.00268112528292252
"Bend7",15.5671222146091,16.8066064670763,18.1460343271398,0.695871097078583,0.000324832683097916,0.541545439468985,0.00634745304204398,0.699337253103755,0.0103456738828842
"B3gnt7",2.21574624098854,1.85417417953154,1.38526825561569,0.921464019395081,0.0038130052106298,0.856123652145791,0.00946617357051446,0.157949358553915,0.90095373956662
"Pdrg1",75.3447400813438,96.8918160700014,112.750766718188,0.521592463840719,0.00692039750343361,0.6351436875723,0.000851158529553243,0.778629024080497,0.00245297748292499
"Tomm34",163.60961037177,140.697664783739,115.986378444441,0.802989713052052,1.96037993857395e-10,0.693448228957915,6.30238024091081e-08,0.438820679664917,0.0186484698368106
"Cdh22",43.8197322707943,35.0322280702858,41.3030207582795,0.943125637163451,6.29734630353301e-06,0.597597384171527,0.00667615719974443,0.394390064930737,0.259920307648116
"Gm20604",45.2776892378275,50.226683231017,51.7668971301089,0.558767416047092,0.00376972207681055,0.67239882765868,0.000421392861874351,0.703404050263715,0.007610501706106
"Alg2",303.005374006903,271.734885813561,281.861391405633,0.740065968688135,9.51298601250748e-05,0.648412305529604,0.000829083676303276,0.545733318183139,0.0499655513536083
"Timm29",160.431004802254,178.7705362149,183.140057835596,0.737236165700291,7.21541427110177e-07,0.64167776732903,2.18278272586127e-05,0.555240046581611,0.00866240689854538
"Fnta",167.26524552504,171.016252125523,177.188130795151,0.645989578521801,7.42435240370272e-13,0.639364572446856,1.21334144950804e-12,0.648745444115996,6.32438656366045e-08
"Pim2",70.4106356119195,61.9515639884381,68.9003291930708,0.768329323078201,5.55582206584274e-08,0.628114517643645,1.37993640922441e-05,0.537004228208591,0.00815658658142367
"Cib2",90.8338274637039,91.5874533983601,102.549355266964,0.70180395064245,3.91287263639611e-06,0.637162543559631,3.5476109531379e-05,0.594279882486115,0.00550151008682183
"Sv2c",122.269378730281,103.299024158465,108.578872145506,0.58191015474819,0.029343904530105,0.59236277883145,0.0287089805004828,0.758890318719386,0.0388018665734743
"Serp2",123.894817612716,126.323107025888,146.313091219827,0.764447948144598,1.94114730827145e-05,0.668705733743725,0.000248901604725737,0.499961777090345,0.0604544472184212
"Stk32a",27.858895921443,26.3664229483681,20.5807765486197,0.65861872385438,6.2725847805366e-05,0.724416663207474,1.11040236766215e-05,0.549415586169131,0.0243198305771423
"Dync2li1",37.6257822021693,37.2664534620109,34.7924521295628,0.647754179234396,1.4114164308623e-05,0.598345742152889,7.24843183610261e-05,0.686084833474485,0.00103032375016009
"Mrps34",20.3818349955445,13.6859301128624,20.7653508675838,1.18269921723157,0.000139073752476288,0.566856544522007,0.103865951850461,0.182123648585158,0.848723269259812
"Txnl4a",35.5717988230949,33.5137010080398,36.8217189031754,0.57579500292588,4.42809790600337e-05,0.622222039680682,1.08563528785087e-05,0.73331997781579,0.000145490176903639
"Uros",44.7362688578139,45.3340369478914,42.9678593016498,0.634434995557192,8.65746949032206e-06,0.639690796608513,7.82011767019981e-06,0.656685937323972,0.000982791284631072
"Ndufb3",120.750055721117,135.65281261408,145.567430155737,0.593969290046925,0.00253660177433598,0.60433585298212,0.00231548134579424,0.732209785357993,0.00628754427140029
"Rcan1",105.590489992448,106.597511566989,111.114919514194,0.741714637200895,2.62759141177116e-08,0.619723521527562,4.83187023183504e-06,0.568236968097461,0.00255737703971209
"Bard1",2.97936734900891,3.64405791189398,3.42922355719395,0.389240345183712,0.379981399167488,0.872641721851062,0.0231865618942644,0.667186152676655,0.284271487872914
"Ccdc124",115.058809918138,109.905024545736,140.951401439075,0.704542452661862,0.00107554711301755,0.600328405087312,0.00685823401632041,0.622122851565201,0.0450510897904976
"Rtraf",89.1595014731903,105.194694905391,104.642153195466,0.552280103098968,0.000642529988215729,0.59733349446014,0.000223518464830111,0.775821129464798,0.000344456493576584
"1110012L19Rik",17.7267796709669,18.6462640554235,19.9333173124542,0.703682183167861,4.35172723695392e-05,0.614903975774332,0.000402402029843449,0.606759360176423,0.0138432900513689
"Banf1",68.722069435823,66.8800020640353,74.1000311319736,0.60058819945268,0.00240195033349016,0.618542224378688,0.00191100202892331,0.706029287003429,0.00953410692419497
"Xpa",18.1867774770501,24.9088844136134,26.5201028190685,0.642840003317616,0.00388633555432164,0.64811517457453,0.00345886093128196,0.633976562376865,0.0446359713596794
"Bscl2",102.341052601497,92.8281682367938,98.2249527163059,0.719389690392034,5.90862927818777e-06,0.683963340102161,2.05751092723805e-05,0.521300216612092,0.0234612563437099
"Ccdc65",18.4232914603006,16.6882156637125,15.1850459395918,0.754544091460359,2.8736814319061e-07,0.594377658105984,7.47020376883425e-05,0.575724652983106,0.00848025560208572
"Arpc5l",192.3979647105,215.843748915089,215.384548306574,0.603007050887192,0.000130397049458409,0.660566195764766,2.8271617259826e-05,0.660433468692057,0.00231797249412269
"Kank3",13.4294054494292,13.5757324918702,11.951737781841,0.940510289059027,0.00021524493860619,0.728790486027486,0.00534867694233098,0.253665052470061,0.648102105697844
"Ndufc2",166.694007482918,163.56240640696,196.874273242054,0.612360938425271,0.00275938894119869,0.641106423390421,0.00184608740499506,0.66926901980687,0.0186347934300909
"Sdf2l1",10.963638905246,8.23646518303382,7.05158827576205,0.82876115025778,0.00085455356293742,0.736105434417119,0.00425156862708114,0.357282970380368,0.448857470253704
"Nop53",128.803521970284,141.57098147485,156.128680287039,0.731217391973742,6.88301915945975e-06,0.700462606520608,1.95973342459872e-05,0.489842487881113,0.0399465826343087
"Cyb5rl",11.4507643253653,12.9523354556901,12.9714772928887,0.563015076011972,0.00253757891265356,0.795705787962337,1.04843887473551e-05,0.561965324375169,0.0365273099867515
"Eif1a",153.343992109621,176.781389198988,157.621442741591,0.575457964170181,0.000322671313367511,0.687507695365245,1.52756975091934e-05,0.657661897794696,0.00278555252746644
"Parm1",100.755783477975,81.8770759481835,81.1032474503787,0.739140942441045,0.000107810050082205,0.598934306401814,0.00238018054355741,0.582374130300351,0.0361335202928916
"Use1",122.127874535634,138.146102727929,149.413601098798,0.687137932202239,0.000465520121430721,0.633420675412331,0.00152449541333221,0.599872890437464,0.0329711561010453
"Gpr27",53.8732105068148,44.7780434923292,44.6927116464002,0.766808506737695,9.7234057389252e-06,0.571276562849885,0.0014779344858844,0.581916635362973,0.020958939924094
"Cptp",58.3737113140856,61.5659460541925,68.4644328102874,0.67414504390346,4.60808686397681e-08,0.650516800465518,1.43141501270227e-07,0.594389791956489,0.000524615979592799
"Ajap1",68.6848012926917,68.9117310120265,68.4490294845515,0.717535097641055,0.000109980017869586,0.614433344506647,0.00121332896995721,0.58691431942752,0.0284102857503531
"Bfsp1",3.23480350179458,3.27587746944853,3.14594842306767,0.469118222387708,0.167044518700764,0.954721507694018,0.00233120325996951,0.494275740443092,0.369502331226196
"Cckar",8.31070048703899,6.65432668141154,6.46527167297283,0.636320534179434,0.00346375180402036,0.721129510720134,0.00112557656507111,0.560304405274139,0.102425014625344
"Cenps",6.10363847328638,6.41369395009096,6.32841114893657,0.79871477127455,0.00163502517637959,0.692458676251273,0.00687075452737285,0.426254105398523,0.323843338444969
"Hsp90ab1",2300.15253349217,2412.56072537872,2106.53971040316,0.746892526902974,3.91466560544665e-05,0.663550991250175,0.000343390824980579,0.506582958687677,0.0602847304882104
"Terf2ip",184.969529027177,199.679773062373,195.867191136344,0.707195622119709,2.06720244089971e-08,0.658967706299831,2.26545538220424e-07,0.550664188173592,0.00191415666558634
"Insm1",12.733265843864,10.4259937562109,10.3183640523715,0.909658271840319,4.15120947053066e-07,0.726829126920381,8.51672469510208e-05,0.279918774935532,0.407177663528184
"Tnnc1",7.25829744769292,8.89210113292711,10.8176500016922,0.650590132391113,0.00543001029708621,0.669900482697733,0.00354980882563557,0.595497991249933,0.07603851296693
"Crlf2",12.9657373074219,10.8778930693777,14.0584528051979,0.793598924234046,0.0237900050052499,0.698872868848974,0.0554060701619687,0.420855443079289,0.512276929878215
"Eif3k",164.715804923727,185.783725936659,188.110348438527,0.6852038288072,9.8560846321798e-05,0.69422638747004,9.06241230983602e-05,0.533123256803463,0.0367555452167892
"Gabarapl1",1348.21675552324,1479.32671549114,1502.79274623094,0.638022905781704,0.000167745869399815,0.627912651181702,0.000252841156781925,0.646386148277357,0.00603132059554307
"Itga2b",6.59908670476517,7.25837693182851,6.91711627323923,0.563077748421597,0.0497136384202078,0.691803177864883,0.0135362281181843,0.657352016637183,0.118750264420287
"Eif3h",180.792199819549,213.697156092467,235.609594324883,0.598213637100898,2.00640165915618e-06,0.621726871289677,8.54075024657412e-07,0.69225540016464,4.39913808886577e-05
"Cct5",313.276158814145,331.908867941724,301.947404188924,0.682831619311523,6.44729262692036e-11,0.642285361206214,1.02727430961936e-09,0.58620544321236,4.45357117320049e-05
"Homez",37.8897920988912,32.5161013470824,34.394857044006,0.709686611201307,5.92245798203604e-05,0.552686799704823,0.00252899700666828,0.647996422403538,0.0101041211356843
"Yeats4",62.545244113173,72.2915678243072,78.4678127864288,0.598030178155909,1.9891647534138e-05,0.664127280151448,1.93494357842643e-06,0.646241380372618,0.000778117898800742
"Zfp239",70.6892834012165,71.4938595659232,73.725663099122,0.578677847331918,8.25297721722825e-06,0.673033899152193,1.82930942613072e-07,0.655357331689189,0.000226079198055865
"Rnaseh2c",22.7934826851325,18.7591571821822,27.0899722171371,0.787109776557257,0.0108775957397427,0.572249403908035,0.0831994026602639,0.547653494036778,0.268174296692082
"Polr2i",21.9761036683337,24.0403901238714,29.6915818633433,0.62585408383249,0.0142196547722783,0.601594559614299,0.020385180995937,0.677510381752277,0.0608879489771385
"Rpl36",7.44780295031649,7.37528761009792,11.2780331266982,0.727905812147018,0.021892360362183,0.513851342562151,0.130554145615324,0.661426154940109,0.16088985757009
"Pitx2",23.5103606863456,24.7650181766252,27.9384529769873,0.861046062935216,2.98350623805017e-05,0.603245354911006,0.00479221344300804,0.438684448106727,0.184000723704485
"Uqcrb",60.5671045137415,69.7432647901674,71.7469693115178,0.483707057572517,0.0340384775771719,0.616114451049124,0.0058694333059169,0.801944997889582,0.00761869567805219
"Pcdhgb4",1.80146075061078,1.46078245138417,0.849110604608725,0.971440978591298,0.0901982223601858,0.730430388637124,0.241646480293194,0.198082616983183,0.940641747139742
"Cnrip1",127.886180480638,139.935606507805,146.789592468339,0.587692651696409,0.0001105009664356,0.665728887453585,1.1437982574261e-05,0.645656410643286,0.00201366805427973
"Slc7a1",54.3284142370838,58.269664255975,55.3434942233661,0.663976465320861,0.000110967960142924,0.725252019827998,2.38825325081384e-05,0.509571807812943,0.0428884068873979
"Ccdc106",24.9771426899286,26.9380646645354,26.5787719779198,0.692038269275046,5.95797773095992e-07,0.766639993812365,2.28265389485947e-08,0.439962636669741,0.0321925378942256
"Scn11a",0.899708166909342,0.924931221419051,0.884609346095778,0.423781023561954,0.564278385519767,0.599543731854427,0.383929186659482,0.875282435308517,0.410090631463403
"G3bp2",368.889002905828,353.055134489343,284.143239932582,0.681369066637986,0.000270533818429965,0.61247413679295,0.00135630648659317,0.604166569109385,0.02341936066523
"Aplp1",1120.84941591242,940.00343856228,1021.21734143948,0.737856896138237,0.00176256095823705,0.652942710060525,0.00705990192402594,0.506772173635234,0.166534173157382
"Arf4",252.049028989964,299.742458420497,270.001217192084,0.529251347219823,0.000407182802690122,0.695693996386892,2.47317512934598e-06,0.672132774064367,0.000930720551337617
"Tro",271.696930138895,269.864646169006,258.332641273687,0.684570153712833,0.0119292435249014,0.666196231973119,0.0162064231571267,0.545408184222715,0.193031097753148
"Atp6v0b",169.545585653855,151.409755972261,170.433780652879,0.669766062308123,0.00439739139018631,0.659908358482512,0.00567529279313957,0.56587593329919,0.104665614175835
"Alkbh7",33.0194419997241,28.8449840656201,35.6623446300224,0.767604443019259,0.00015224596681148,0.599426049300737,0.00431318476826805,0.528300969750672,0.0834244533925654
"1500011B03Rik",190.030528682549,200.178718925582,218.738899628399,0.693934304826957,5.36110697032807e-05,0.642584979708346,0.000232615343736484,0.557675992401328,0.0236760905898523
"Tmed10",168.078228030879,160.835250490473,150.44998603826,0.633562121433163,0.0070740360763838,0.642511481651378,0.00691858618327341,0.617456450280659,0.0683511987534388
"Trim27",55.080957434692,56.061116683332,65.5109957038352,0.760650188172416,2.47216016335662e-11,0.549665386732057,2.22771119924716e-06,0.58274656224731,0.000246058700229017
"Macrod1",22.0926018056709,19.280136113009,23.5553246321372,0.927365747858688,0.00011181306997008,0.550792831196331,0.0323888915954829,0.413523692356321,0.311965502991784
"Zfp667",42.5466842156827,44.625882916662,43.9300584858424,0.593221850955874,0.000685406995450189,0.609737191611972,0.000512107451114004,0.688239584301802,0.00438122502765167
"Rnps1",75.0869457809283,76.5547735807654,79.2575111167455,0.694920113119758,1.60494930558096e-11,0.645190797255073,4.40723871300585e-10,0.54992633851218,0.000135877776199326
"Ankrd34b",143.021944164722,152.143560752391,149.711019869143,0.648906813956232,8.84787862203755e-06,0.606820757829048,4.02841537689397e-05,0.634260189655293,0.00172689371016768
"Tmem222",116.023259960319,116.03108797221,122.170048707031,0.67131722387048,0.0023003203296528,0.656864947619169,0.00323884636869019,0.561665474987965,0.0836563916562049
"Sf3b6",77.9367373316932,89.3320164017192,106.006639555231,0.530228803187972,0.00278492343966482,0.603489774664669,0.000622576639312314,0.755556465418247,0.00145278020472437
"Cfap58",1.46124216956861,1.09894355900946,0.884609346095778,0.904652310757732,0.144814955826564,0.832379797882441,0.206609766837743,0.151356656473637,0.955604279953316
"Oprl1",130.479894649824,128.999694072362,147.553760177448,0.678334560088747,1.4050067591681e-09,0.599332186839354,1.26304248354963e-07,0.610546777481902,7.11613011940937e-05
"Hyal3",1.22656449562398,1.29712326737417,1.44465221223715,0.359561132951373,0.524056763334458,0.794669733506537,0.101614617067761,0.733257153277523,0.348040593996389
"Bod1",132.262105335266,148.609277509165,157.888401528517,0.616324000174465,0.000107091688934054,0.657121388973125,3.79730855035914e-05,0.613154134026496,0.00560018917000433
"Cgref1",44.6595915521359,41.1862490812753,43.3436286123712,0.733272146871046,0.000947340700071895,0.585898008099214,0.0110082613388826,0.567401694942705,0.0870471410422042
"Ccdc151",8.18307796942692,7.6919143640871,6.35605784578368,0.747597938471133,0.000705932776581719,0.796793838047787,0.000323970012617528,0.342056065769748,0.40286103421313
"Nsmce1",22.9438439839808,26.2961642614016,24.6153965630399,0.645995221615436,0.000188111079687042,0.660196427363149,0.000129405128610075,0.579126642616566,0.0195503387964983
"Artn",1.78595370455729,1.60065646139944,1.97227133850453,0.614755575905411,0.143695084546809,0.827721236653944,0.0464114915915551,0.44118834644046,0.568225900505369
"Fau",6.99988173353755,6.77117130831004,10.2579362167654,0.808244496737502,0.0189862506010954,0.670385890855518,0.0614632236194684,0.404954095157493,0.518933334199084
"Rangap1",482.278816322007,488.008198728978,428.61380067791,0.788600408161147,8.15461593830067e-08,0.613113847329703,4.8219802223631e-05,0.481040052679859,0.0254589574003858
"Ehbp1l1",55.6113480043805,47.6682749351824,49.6037598810617,0.726668978656946,6.60087492777167e-05,0.652258522702207,0.000449489489468697,0.503135537559172,0.0647822992879154
"Arl2",151.153027018007,146.266669023469,158.6978378757,0.738787853901482,0.000328174913883356,0.605618697301704,0.00434492499705026,0.5374575803166,0.0799883523633141
"Gse1",37.3022342419988,37.1283798674328,30.5120585274613,0.804639410086402,0.0192850230989748,0.730748392864319,0.038953309637094,0.345733974631831,0.620061124418869
"Smim19",72.2542158833048,69.4117298360611,72.4291275383887,0.637274465754549,0.00142845671819808,0.613863779459302,0.00249176684554189,0.629962413675743,0.0261502272778557
"Taf9b",83.6514742275991,88.14528428101,74.2786536714051,0.600719557995253,2.0186080160347e-05,0.710650407489474,3.92854674852716e-07,0.569116465635488,0.00409114869950771
"Kti12",11.5027377051924,14.4675262606526,12.5762990465158,0.519398195393495,0.00279292684169266,0.783091794799327,2.27706799303603e-06,0.577985238127449,0.0197721865786223
"Trappc1",53.4846874097626,54.8443242160325,54.0045951201494,0.582133246715027,0.000656835982619344,0.613332742188963,0.000344331019522611,0.684925868964742,0.00367382886678993
"Mrpl36",41.1986014338817,36.0547715622719,40.1294003090574,0.64062517732552,6.74846818741762e-05,0.60076205311792,0.000239215646857753,0.636312306838459,0.00488525893864498
"Cnpy3",84.600990861921,74.9014616549155,78.4008775487114,0.728305596454252,0.0003382097649738,0.683745151604149,0.000944894543246325,0.464634147230082,0.141325325835153
"Tsr2",168.896438596051,189.925591741515,193.270358533165,0.660079417026785,2.50082787944081e-06,0.62854065557692,8.97273713563163e-06,0.587852881579772,0.00268886844037426
"Fabp3",27.8433192945296,28.4415384654629,32.7109386461986,0.655568692792153,3.82359834409871e-05,0.622893546236946,0.00010335855810117,0.595931911394029,0.0079283932654855
"Cxxc1",56.6536160006103,48.5829320282713,52.614963855733,0.813841971443568,8.65746949032206e-06,0.604653900641219,0.00142432668059545,0.454184157170819,0.108946443633019
"Racgap1",21.656220843618,23.482885569921,24.2925321244993,0.737768581654498,1.55503677315394e-07,0.611547316166909,1.45681594674955e-05,0.521076518027762,0.0101593514984622
"Pop7",29.9718993549642,33.075095864087,36.6387616726136,0.610718317329653,0.00301681719763545,0.659230224755975,0.0013476505194709,0.59973840978394,0.0408225271785305
"Cct7",350.32516656705,362.960661993453,336.62863968634,0.74670140806207,2.24290454563266e-13,0.645358264763175,3.62385953037489e-10,0.477313262480725,0.000967448344509412
"Sec61g",18.4782582626581,22.3664800461869,19.8353879304031,0.510864236045831,0.0121189553697332,0.693187951020502,0.000435972845630513,0.665076018150644,0.0182914362313602
"Stmn1",65.6601533607673,64.6016586875409,63.1089779857734,0.71897525666835,0.000130586325066928,0.598691338334117,0.00192478391195454,0.550831579243386,0.0457601839626927
"Mst1r",1.55593974399983,1.83400424525008,1.88046364200909,0.426699102794505,0.42431865927535,0.70503834144526,0.142540963940362,0.736729168781122,0.331029081216554
"Dmac1",32.6598920472718,32.9599654019546,43.131350961219,0.61479474129151,0.00114183385003048,0.554742427586624,0.0039704602087654,0.698420590738879,0.00719574003940951
"Rpl36al",2.50638107601238,2.95846265844779,4.00768811534322,0.581271646208461,0.0735239626708436,0.601273743415202,0.0576832680471306,0.681889016679754,0.135303923518494
"Pigx",14.4039022063252,14.7013434434077,17.2996413252591,0.543956987312172,0.00307551163126734,0.680778964215511,0.000168806340843486,0.639249343225253,0.0124627236778818
"Fkbp4",322.366528440191,315.614143401679,303.127015466181,0.809936166679138,1.08975006750831e-08,0.59835162110315,4.11330525677939e-05,0.455330710143675,0.0296377187721707
"Cdkl4",20.658696884743,23.7674950570691,26.5303433852219,0.454946635011319,0.00469890220523239,0.672607238394309,1.45048007592426e-05,0.735823686830384,0.000602989162433714
"Vbp1",226.527746963031,248.363023188444,216.016275135789,0.558980976926492,0.00114975122507541,0.641914126856419,0.000180702882474339,0.661889834508014,0.00494437538487069
"Rabac1",185.545356517366,167.016837175811,208.805961512654,0.855595067192301,0.000802941304519981,0.59550454558368,0.0276475261915721,0.411594589443904,0.347080544937076
"Ndufa4",460.325143691314,511.179956344214,582.659679474396,0.528259167933109,0.00706851052679575,0.577421798951392,0.0032712932321525,0.756786034060604,0.00390810937628258
"AW209491",53.4739307774195,51.3622157809914,55.2582222466523,0.633608547910528,0.000256205889059932,0.621163287254427,0.000391077736736463,0.607364846275312,0.0131051233513199
"Marveld2",2.10482889511682,1.77935285236183,1.72416586465074,0.96149534822463,0.0236955409371117,0.700815450398187,0.12353344764732,0.199824636331053,0.89266010030803
"Rnf41",193.58613276818,196.043960130794,199.59294876009,0.723189729733002,2.80339527778516e-10,0.650813160690855,1.95706305093268e-08,0.487461279598902,0.00284500570313985
"Cacnb3",195.400530279877,188.236385219092,194.301099312645,0.699548534635001,0.00010858292725769,0.629977550904786,0.000629624769389872,0.531096829705305,0.0443991750342203
"Lyve1",0.275041668729553,0.687612248217315,2.37977790900025,-0.7616191702265,0.378379628062625,0.77034468032398,0.347013758268699,1.85123192287481,0.04795593372968
"Eif3i",163.345590838742,184.886781101737,192.956878274655,0.61026548695475,1.04154648711493e-05,0.682726130429326,7.85787690007892e-07,0.566848630547425,0.00332315798354889
"Plet1",0.75178668057876,0.832734095913516,0.56789491078132,1.13411519893357,0.173299784094261,0.555060816134117,0.574411803091571,0.170616250773659,0.964335161999895
