"Gene","FPM (WT)","FPM (STAT3KO)","FPM (ob/ob)","Enrichment (WT)","P (WT)","Enrichment (STAT3KO)","P (STAT3KO)","Enrichment (ob/ob)","P (ob/ob)"
"Rps2",99.3843514250606,105.549403878009,114.486376203168,0.996724076999624,3.64482355464079e-07,0.901758237015538,5.53934526205752e-06,0.717505279196048,0.0103709551436329
"Bid",37.6759090563019,47.3350420434974,44.9589097310473,0.969054447702116,1.56217050096139e-12,0.96829265363647,7.94812223561107e-13,0.676595821883061,0.000430968216893047
"Lst1",1.67715565776665,1.50246729066252,1.60471147130819,0.689688931911816,0.0991295237470711,0.8961109724913,0.0314213354406734,1.02564372239744,0.105303283595951
"Ptprn",529.798911699359,479.821360286027,529.015807738117,1.07093302607615,1.52042131766439e-12,0.884547932490339,9.05160912090223e-09,0.655519929091606,0.00242200140718113
"Rpl18a",56.7805357696626,71.6898299891227,83.1006353758644,0.823594848057512,3.14278457470312e-05,0.866230525122871,1.21339849450549e-05,0.919191517977357,0.000648019772123283
"Rpl7",139.413802386823,167.831220450487,172.289899141019,0.801863769984238,7.36832758051407e-11,0.962292906274901,2.15664916826579e-15,0.844270567386444,2.40894627811999e-07
"Ifit1",1.93430492649974,62.5834686513002,1.72655438616418,-0.48549565531724,0.11436480928807,4.07004168026254,1.65216211885866e-74,-0.97658938792194,0.0179800561629872
"Cd24a",34.2658027138051,25.492391916273,26.0440722401236,1.02396486876684,7.30685397986594e-07,0.646633277343857,0.00296042573539769,0.933528791105036,0.0014296809335251
"Txn1",149.310248662466,162.49939886742,180.994241764231,0.860463290130757,1.11591328786003e-06,0.836604934587802,2.67057701041172e-06,0.906050045127447,0.00016872455302974
"Fbll1",89.1921355869383,81.8690390709448,97.992193932847,1.05489143478453,9.27712824237612e-07,0.859619358832482,9.4936941925248e-05,0.687881921383466,0.0285594768855844
"Hspe1",76.4269121471877,77.5168043602516,80.8380082917047,0.880824064921313,2.84313207809701e-07,0.796857403908829,4.46014365165948e-06,0.921638867069163,8.02166017253802e-05
"Polr3gl",36.5295099849712,40.6561757456238,35.8831891235847,0.898051644232408,9.13440538975105e-06,0.941426678514935,3.29819247501685e-06,0.754552063653258,0.00870155915933851
"Nos3",4.2919868853328,4.54800936591682,2.94152281655543,1.07692559926682,0.00348351820291434,1.26615459003311,0.000520152299311125,0.248523989693641,0.809762391793578
"Ets2",158.380008421758,164.696531498564,166.456853284498,1.03262627629136,4.92067843167967e-14,0.831445203228135,2.30960545484217e-09,0.726072522442857,0.000151233085424345
"Cps1",0.771242036412217,0.99788764302551,1.13032629843613,0.77458378026456,0.250781719276415,0.906466485335855,0.158516137250044,0.907311797141819,0.373772211819655
"Aprt",47.8692066943316,50.0328587961322,50.3115903174923,0.945637111098113,1.50034865354932e-05,0.860341894542854,0.000102815456997796,0.78007394815424,0.0120376458347602
"3110082I17Rik",13.6102117320702,14.0707104477478,16.1034519857608,0.96710438839429,1.84737813991575e-05,0.720056612888386,0.00184608740499506,0.897162849603819,0.00463017174886934
"Dnajc12",71.8512426060283,79.9593504059242,77.1019534664647,0.961393845903936,1.2553694646743e-09,0.863523130126478,6.3536684698613e-08,0.758585779147528,0.00062073793183609
"Ahi1",1231.19958037712,1263.32728729272,1115.69651623211,0.960683651120886,3.06822742776445e-05,0.857590271404107,0.000264512726298353,0.76327358891762,0.0208639296114943
"Rab11fip1",5.56615133577894,4.44011374111748,4.44624546551367,0.970696724590234,0.00593274492021201,1.03450307017595,0.00393183184651094,0.575744427989217,0.343653947814569
"Apex1",19.4414000558895,19.3939219171006,20.7189533975142,1.025486315033,2.62524735187387e-12,0.878193633457257,2.02594341675516e-09,0.677242120584488,0.00122060680192459
"Timm22",81.4546616796072,84.1126247340635,85.0640957437558,0.837840655099913,3.44373216752759e-09,0.867222985273504,9.56825526099555e-10,0.874897187819625,5.29578465909e-06
"Gm18336",1.0031837829568,1.14542964890354,1.15558447376979,1.21372714586527,0.0304245936103162,0.901273961651104,0.111957054654662,0.464722871375939,0.69348418955786
"Rpl6",70.6108756950938,77.0940882873403,86.4602344102835,0.846604582141643,1.03875156632934e-05,0.863562080697046,7.50146722079781e-06,0.867143044490188,0.00104843889875902
"Dnah1",36.3531054847501,35.7327928757893,26.2965690404487,0.95802598820723,8.93464688917434e-07,0.932299568746834,2.07619075391875e-06,0.686790625189493,0.016203039436493
"Rnf113a1",17.106958422441,18.429260121974,20.5486535722898,0.852351583470109,3.8694658025211e-06,0.879360796484605,1.70069592054583e-06,0.843833980827565,0.00100254556078423
"Gabra5",84.2495167080804,92.9237332912068,95.7142201582925,0.819657629806315,4.26122566430131e-05,0.876058752926321,1.29239831191231e-05,0.878806397849981,0.00143020693311133
"Serpine1",3.53773301043607,3.61592965767623,4.77114102668264,0.77915914067367,0.0157247083001112,0.708686118297487,0.0301958381918415,1.08292740170284,0.0146496140958351
"Rspo1",31.4224517662507,27.7392532920788,30.5069524032199,1.08396445856986,5.19642650986576e-07,0.849988590416557,0.000124775710180398,0.629619074044453,0.0517691371198463
"Rarres1",0.702584018581676,0.750411767586985,0.854574127735234,0.320063978760571,0.725310533357441,1.39553213590419,0.0419885839552773,0.845580450254683,0.477586716525846
"Fam46a",33.2869277555462,38.1279633344238,46.5512186560528,0.812543032518663,0.0236378023710433,0.767648187633729,0.0365055515617641,0.975471612938425,0.0509559837622262
"Gng4",228.593421477015,237.721206894537,230.939701810067,0.913726637718654,3.51038001795226e-15,0.826660912158452,1.56491214850893e-12,0.811916242767368,1.97613066133201e-07
"Atg9b",32.5337148331285,31.548256603739,34.7081390788223,1.06977112889414,4.19785237477277e-09,0.770194187693575,3.64887193950983e-05,0.711833062309766,0.00631801060985568
"Fsip1",2.07707000053624,2.24004386890018,1.08903495260801,1.32982467881972,0.000127111757876759,1.07783190727273,0.00154047131893174,0.143226607794476,0.930458714734974
"Cmtm8",2.43805241685985,2.14665000077791,3.23706963946349,1.14828907197477,8.77902087757151e-05,0.635098807059211,0.037959029722607,0.765502883709678,0.0719066593320447
"2410015M20Rik",94.183473593743,104.808885432525,119.799824884084,0.828012047439399,1.56833908083407e-05,0.873365392357971,5.54961598637491e-06,0.838942698257209,0.00150048749212837
"Drd2",62.1221559521263,52.414657634977,47.3197952784726,0.686286060553453,0.0179234509565059,0.984183165888176,0.000483112447669604,0.868179700568108,0.0302656198931748
"Rps16",22.7906224877993,23.6644686925964,32.4396061196396,0.84603728798351,0.000982149582362762,0.822139702514706,0.00153254178962387,0.868485414202402,0.0151930238052903
"Rps10",42.7451653850263,44.6668447279933,55.8847013632735,0.8269402236595,0.000502753715706916,0.846109186041856,0.000402046947463236,0.861101755546769,0.00905640298905628
"Eef1g",102.903383848139,116.874865927946,117.205080038874,0.808360380866601,6.88256713031974e-10,0.828125555054766,2.42500071913967e-10,0.895000141123523,2.73366791944139e-07
"Chchd4",112.959878397642,126.218023225764,136.326186766077,0.842133791615817,4.4714351157886e-07,0.82713006176315,8.57172270937014e-07,0.857137812272767,0.000169717017605391
"Ssr2",64.8343939807657,56.9123057105774,63.6325065491135,0.985798709770177,1.06628391369399e-05,0.829834455345701,0.000292430270983125,0.708367648792607,0.0296377187721707
"Calb1",553.375094769791,545.775986838239,523.159262383019,0.910960401439006,1.46073000042436e-09,0.819074661774323,8.00266669215318e-08,0.793431410478593,0.000133998271318355
"Aamp",296.024984817265,306.164472541765,300.014308120608,0.976395307845648,2.4435272474184e-11,0.893899014290597,1.35476770450652e-09,0.649750785344081,0.00172689371016768
"Trappc2l",84.8557253977329,89.5144332626457,110.020035321904,0.84871400293039,6.70606815954062e-08,0.841256125131876,9.8131251660714e-08,0.829364356862343,0.000111906958560331
"Crhr2",6.58734609170387,3.7090573619748,4.50425646193588,1.33440598063994,1.16336165216449e-07,0.633125756172644,0.0237555748257389,0.55077381442682,0.201065331852377
"Med29",14.192682546546,14.522846242294,16.2430301125251,0.939659620628745,1.11234989139849e-05,0.685289259547213,0.00177203409205089,0.893132051137839,0.00292461669903903
"Mgst2",0.500877997241828,0.867955404164182,1.01155838519321,0.676231212514664,0.35867521818265,1.03005427230845,0.103230466593648,0.811299835954469,0.442977155921264
"Piwil1",0.535440778548657,0.510371580415619,0.384965997890055,1.04580002701665,0.169659227203106,0.905252090671846,0.250648951487421,0.562999175813896,0.762465776674595
"Nucb2",31.1450152172947,29.2924149532953,27.4067716054631,0.87158828232798,0.000183221226494739,0.912014733614354,0.000100227160574235,0.730444616539195,0.0306705506497061
"Eng",7.01633122277571,7.91906666808301,3.20533237968913,1.19845964979813,0.0108983779940301,1.35842798558824,0.00365137940329707,-0.0445077713281891,1
"Wdr83os",27.0147980419392,26.9264635803242,29.0087088387023,0.828338048252303,0.00108536063215412,0.858487699890674,0.000759160473608459,0.82449204926127,0.0214366453105206
"Scarf2",7.87609013776542,7.70663727083888,11.0643825153467,0.951125202408113,3.65504125240141e-05,0.797740669640854,0.000627472141143756,0.761724385113167,0.0193122043532856
"Egfl7",19.3444656859801,18.8292670866915,16.5061531955591,1.01212036110973,4.42181376992691e-06,0.944723635426332,2.15822812852778e-05,0.550160157352702,0.110951836447106
"Dleu7",32.3238078031246,30.9829331999966,32.4918528293912,0.884123612923713,1.47328228436249e-06,0.770847483733925,3.57832456747794e-05,0.851001220006164,0.00092188687359791
"Psmb10",63.2371966808852,107.96258330626,75.7705773266734,0.698458946003104,0.00243464824577046,1.27263019580393,7.46567838068482e-09,0.534290152692219,0.125525500743916
"Slc39a6",81.4005185719758,61.3691685945399,61.8746289374011,1.0273580910919,3.28996237116994e-07,0.756014677509905,0.000279971401920642,0.721365004364594,0.0130891830464475
"Ucp2",83.9902571059832,75.911113686442,83.6447866598638,1.09950474495482,6.66148836674385e-11,0.851953409046881,7.69092578494788e-07,0.552685897803298,0.0271603147836748
"Manf",61.0498657496296,55.6343371092654,57.5000957526316,0.808855357810303,7.79940724563598e-05,0.773465184529368,0.000194845724970354,0.921237038470531,0.00108124766339643
"Pcdha11",1.5587502131678,0.888733398022332,0.945695344131052,0.718495835322482,0.211486956430679,1.37290832090835,0.0196631420475087,0.41202775443196,0.768394703657479
"Elof1",92.7306136000053,97.9512193009466,106.993898691063,0.846396236506386,1.42983350357236e-08,0.850845779242447,1.33731426362536e-08,0.804835464801377,8.08627112441941e-05
"Tdrp",49.7679141640893,51.4549570725854,53.1931276503382,0.82794747012803,8.65144668111915e-15,0.899734885593051,1.35903091196302e-17,0.773943614429599,8.00073939483347e-08
"Med30",36.5720797395991,39.316359354489,42.386348059558,0.777185251513455,1.14651368850377e-05,0.84471495793255,1.76723985015152e-06,0.879495182685206,0.000279059510203549
"Rbm43",50.0193985182941,61.7452046547892,56.7871025566185,0.812041823808666,3.35214582708776e-09,0.952609397142632,1.80644658359037e-12,0.736546870367453,0.000100321875058802
"Krt1",30.2395547740076,31.4624368582922,37.3083757648292,0.953780830539394,3.4829594476725e-06,0.794072345551608,0.000146978788645081,0.750231209000335,0.0101041211356843
"Rplp1",246.228794521143,267.576867244398,331.220598340028,0.760565877790734,0.00132505886647473,0.734307364567431,0.00226826394234108,1.00317978576084,0.00169388485410902
"Foxr2",7.05245428169934,7.98467664829783,8.90512001869417,0.777046267445355,0.000960563222148794,0.730502828005025,0.00182651997626784,0.990397515630428,0.00229933340551056
"Tmem35a",131.020804686397,115.800958467776,132.923810154948,0.801900567660624,0.000809112046543528,0.783632218725971,0.00124879745059303,0.908585893423568,0.00584734321490141
"Tmem179",284.119174734967,273.762742570764,278.755594765566,0.958830842174221,4.24056543428677e-05,0.859149289675521,0.000322251442668777,0.676023783268973,0.0500141984310913
"Vwa5b1",65.1396305467874,64.9925740285375,56.7021879787899,0.955881980823349,4.86206020286058e-09,0.854509746197623,2.31037366806176e-07,0.676284922481271,0.00381092441336254
"Morc4",12.8871303286015,18.919425144068,13.9605517408173,0.625607548352378,0.00930210491711026,1.14873489994342,4.11299949166939e-07,0.712217186860698,0.0365273099867515
"Zcchc17",162.256727668139,171.138949853156,195.102167041112,0.848423295281467,4.14842786604081e-11,0.839583840009542,7.0601773989776e-11,0.798283458909823,4.67529267110336e-06
"Ccl17",0.699462386773503,3.09261047438073,4.61072436872653,0.845647259135493,0.13558840536342,0.972408407937303,0.0296149319267457,0.667931947572487,0.351886252371499
"Fyb2",0.43966598910136,1.45319988342897,3.06915833575249,-0.321243129816476,0.680086468448731,1.50390014661007,0.00299892557149699,1.30171060685339,0.0579688149056421
"Gbp2",1.35723410327631,7.46218826474821,0.68188578099736,0.364023262333411,0.48526945374951,2.60900602842722,9.04186187174526e-13,-0.488942113521948,0.614127913179569
"Nme2",7.71662490790788,6.94828999515479,9.74464821957863,0.990805877472814,3.04648942654187e-05,0.754557889083118,0.00199470874433828,0.737998399631344,0.0313978325925122
"Chodl",12.6434764823817,10.5833392983772,7.29219910386096,1.03197640876598,4.78279519840826e-06,0.955187108602616,3.20714822991687e-05,0.493811991202935,0.200799460182661
"Sumf1",39.863393441466,38.9800261171217,41.1853816770328,0.915059046832317,7.8372614662182e-05,0.779061110407017,0.00101479515189082,0.779633722607295,0.0184545781320415
"Maff",2.75563800505134,5.60113322376146,7.52394232600574,0.607100195654721,0.0907411382950632,0.930950230529463,0.00363212101379703,0.935447568662938,0.0380833918505774
"Trpc4",20.4179697979751,18.8847346865022,17.5921414642246,0.895529394110858,1.36785504302069e-05,0.747248015953134,0.000379722331090491,0.829281889482749,0.00482597000319188
"St8sia4",49.7089245456795,33.8857675667447,30.2308994689749,0.963429730519251,0.000307105013112533,0.74463755606704,0.0075272829296919,0.762975169239658,0.0532420508438786
"Igsf9",7.24857341907973,5.55993924681605,6.18847562328724,0.769183465189983,0.00302800166451999,0.862115962970001,0.00112483168642469,0.838851365900262,0.0281541824989767
"Magoh",43.656100416345,53.8363053789734,57.1465379333014,0.706501099327734,0.000729315022537295,0.849232965152892,4.07085408063497e-05,0.913048967059611,0.00127412883153144
"Tomm7",105.709033788186,113.714323974197,126.823164935911,0.758230090813038,7.66117468187557e-06,0.787384368196209,3.60595133749679e-06,0.921207295478235,5.07304676261008e-05
"Sil1",36.8242070823598,30.3659003261838,27.8742919773389,1.02580706702417,3.89481042104359e-08,0.901658078591868,2.08236596625008e-06,0.538705019975478,0.0593891105996469
"Zcchc18",927.528935644356,998.932840817728,1036.74439218222,0.845318668290934,6.79933058066699e-09,0.809813449443485,3.76836001925319e-08,0.810150543350054,4.45357117320049e-05
"Sdhaf4",43.1295029253954,47.4224336314714,46.8509868994091,0.761434167260238,6.80876622870367e-05,0.875310302050333,4.22970382848942e-06,0.825745316590927,0.00177201005150552
"Ccdc158",3.16393310655616,2.44950252592512,2.05691347045966,1.03225886278759,0.00225974372921843,0.855096220203327,0.0160138453297539,0.572847330622826,0.360026350243416
"Gm45194",1.08165730608172,1.11149915599952,0.795190171113773,0.812560333162152,0.369746296280308,0.750620553977891,0.430006689316255,0.895742393591371,0.573516563813028
"Cdh15",7.05746247604968,7.32100988229886,7.48023414099367,0.877579333732037,0.0276995105362902,0.849802121479695,0.0357186814536192,0.731397092826702,0.239411044165956
"Imp3",52.1385424457873,54.1519756042825,60.8619983555527,0.89624200895912,1.62642648537797e-06,0.864646564761966,4.46290031050242e-06,0.697383641551928,0.00859426239781079
"Epdr1",196.788854854699,173.114316663513,168.233453351763,0.903106051213193,5.65000345093454e-06,0.836108137180061,3.41900317095035e-05,0.718732651724373,0.0111080309859461
"Iigp1",0.743553403733756,26.9039283107202,0.266884564746761,-0.29166291179197,0.610829087015548,4.29183948628519,1.44911743590017e-38,-1.54437261997343,0.0509224265861359
"Rps27",4.47400822857397,5.71292534171861,7.73278757665978,0.98757015144621,0.000401383332329734,0.684479016068912,0.014532960349853,0.78308594529731,0.0450987987647693
"Palmd",17.299070832606,14.8377889397681,12.0247663874435,1.0514488454939,6.76541934474876e-06,0.814085585991698,0.000707641826089099,0.588731777774879,0.111668931416594
"Arhgdig",116.310199204335,115.323105280163,135.927020496627,0.953467630086942,6.34086847719622e-07,0.810731802095556,3.264787082297e-05,0.689814596453348,0.0117562439654578
"Stac",8.355144019623,7.81135436288911,8.13996506594094,0.788445688412646,0.000657898704052608,0.833031314732311,0.000340458246175845,0.831332777140866,0.0127764725886456
"Rps9",259.85941000827,306.376332648064,338.846787152376,0.8027322490098,2.62272698147463e-05,0.827107100671928,1.66563358363822e-05,0.822854055602775,0.00176481016277003
"Xbp1",125.444173347416,110.834046296213,120.402645326935,0.852985422557276,2.16272663595891e-09,0.811824971361435,1.70729220001849e-08,0.785216804207895,6.05034780309839e-05
"Gm9936",0.72368417062711,1.06636742012449,0.782561083446942,0.965264201320603,0.127752651465308,0.735505488491469,0.238415914111912,0.747682986251102,0.502484120616361
"Gskip",127.394476942301,110.872348431627,106.874256804859,0.884733327361504,1.68219166315369e-23,0.796002210785018,4.54937979521894e-19,0.764840587617158,1.229119593155e-10
"Sox14",4.54566394880064,3.27519857478774,4.37524798253957,1.34960583007724,6.30577979646015e-06,0.671433987349873,0.0380387290711619,0.419224312748272,0.447947887240059
"Trappc4",110.015984657407,122.945673680772,119.909781826714,0.803184979858073,4.59364227905064e-06,0.847119711215064,1.39836858718111e-06,0.78785311655773,0.00115929569862401
"Ldoc1",5.93427749940509,5.17449333267342,4.05853354722511,1.04549987827474,0.00153117567750853,0.78216594765238,0.0234098481494368,0.610160720438191,0.281068228719254
"Magee1",423.430690831503,426.462947937282,406.182963835358,0.952759730718237,6.49549079664397e-05,0.76953921332482,0.00176281304500723,0.715037318588998,0.0396040825448582
"Plcz1",3.07688964930117,3.26599580166443,2.41969629462912,0.952823855816015,0.00302680281856353,0.782508899531109,0.0158590572164209,0.701737019195208,0.192649785575604
"Arxes1",41.1211070670222,33.7182232600701,32.7519292284827,0.801133024233718,0.0125434970108096,0.755607893166559,0.0215360890430846,0.877148586158805,0.0544642343299205
"Nkx2-1",34.8303704154037,30.1654553032275,30.6247047551486,1.01776222777841,1.08966562964182e-15,0.71424174152672,3.99217481735875e-08,0.698963958855368,0.000120629595147248
"Tapbp",27.8752677951606,44.152497429627,21.538715263862,0.813930319375987,0.000461275489066835,1.35534242696628,1.32813529694546e-09,0.26158103754674,0.58257978585744
"Npm1",206.112364433031,259.652328368081,234.427463668592,0.685852089473965,1.83628392591087e-05,0.836213819570555,1.3758664095109e-07,0.90831528488253,2.05413268756228e-05
"Krtcap2",41.5563831112537,42.368997677395,53.3602392032675,0.784627732549118,0.000257007980969624,0.783044282987192,0.000297524067352968,0.861766053402572,0.0035777580539271
"Nedd8",194.81793439395,213.616089119873,249.604431022179,0.780514822359094,2.57558699965644e-06,0.820165078120721,8.58406659363162e-07,0.826921205872129,0.000257268022530763
"Gstp2",0.624474985085823,0.54752696822837,0.533082649393894,0.53642305935565,0.506852112224855,1.20351615534736,0.102556640012739,0.686951309872818,0.64149357547233
"Tmed4",111.615739837221,100.554711393832,105.119942451166,0.899270547988191,8.89584924723413e-06,0.765223591517513,0.000218079766721374,0.759851041835194,0.00784508116651284
"Polr2f",70.0230963660468,69.5477070402439,86.1156008322484,0.876805433348681,6.66363333235302e-07,0.767976437329367,1.8172026802063e-05,0.778283240027678,0.00151675755029587
"Ptrh1",4.35453982565211,3.98031755979482,4.39913319767397,0.801484233129136,0.0340489597911791,0.862840797422198,0.0234720400751466,0.758293919249729,0.192505528313093
"Rfc3",14.8028914363558,20.0129701955901,18.9978625344765,0.729887185170223,4.21076838892577e-05,0.981265742923333,1.22688503720378e-08,0.711238826744751,0.00419103296385751
"Spin2c",16.5488201411123,18.1570469593284,21.2885503497094,0.873095866015437,4.45812401535059e-08,0.777140415554216,1.02725831463332e-06,0.771633110343926,0.000479063428535655
"Ap2s1",292.254082131508,295.689908117123,335.204429557908,0.908422617830705,5.30181358969397e-06,0.82628169776042,4.50632270284636e-05,0.686630161774379,0.0161621112602471
"Wdr6",613.543270836737,648.849266205406,594.76227982814,1.08212261715768,0.000254762672302609,0.801201911111881,0.00963036021248259,0.537888569971088,0.27411478419207
"Rhov",42.4028808318919,40.1242727357692,49.8689140867241,0.892601597054871,1.11502996626676e-06,0.780300577522877,2.79170669755247e-05,0.746841736013958,0.00376555830364034
"Ctxn1",281.739328782047,257.042466247258,268.834093414142,0.769300723895731,0.00122504421998101,0.869539076074845,0.000256057341298227,0.780371896637275,0.0193278470079729
"Dpy30",52.3018371819548,53.5749057403247,64.9597921259775,0.762620592867866,1.60683295976873e-06,0.716329758262789,8.03503297120032e-06,0.939663682113255,1.05839128437076e-05
"Ubb",410.846488873674,431.106225119354,453.317958253503,0.939206142991387,1.71244518603766e-10,0.808286875224083,6.15382340320565e-08,0.668246544627208,0.00128493963169758
"Nmb",1.68055760112978,2.6624231691676,5.49775055400625,-0.260363578475684,0.732513304320318,0.887337492660528,0.115657655318788,1.78855068667908,0.0113468643414668
"Dmrta2",5.4464794457578,4.21529493211719,5.49634927613649,1.24601920935358,0.00102441375816934,0.735617960028988,0.0745548523019177,0.433633325813556,0.561336055056963
"Grb10",320.512109801184,342.153989012717,328.454803698146,0.841004787499133,0.000148302306286446,0.797536324371732,0.000391149449970414,0.776283996183074,0.0128939516413848
"Notch4",5.40107372731709,4.96991197086814,7.18913527989794,0.90230340868656,5.05351003595836e-05,0.707934384431622,0.00182791723646293,0.804228263410908,0.0100733304157221
"Gspt2",74.0296868890703,77.45588760374,69.4351422015491,0.862918205634441,3.43806454719992e-05,0.836113580872412,7.13092771624986e-05,0.714629674704085,0.0163781287855618
"Ccdc113",7.45561738898036,7.48380754838267,6.5246556295943,0.931403388389543,9.31032536207724e-05,0.644901407653713,0.00867439294214572,0.837219201826602,0.0179194136641944
"Prps1",150.395286697132,157.880170269336,145.154244251582,0.850343995017268,1.56404503264135e-10,0.85518333003777,1.26481319659247e-10,0.707586235171406,0.000122352166715594
"Pfdn1",152.425072314891,167.398072058891,169.100242532939,0.789705907677236,8.60736324391376e-07,0.858867894699891,8.57205295475819e-08,0.764165364267993,0.000551563381424968
"BC022687",26.2780961549591,31.7108640374711,33.9307407549578,0.874205200503563,7.0232989745358e-07,0.786187953803687,8.50174580216306e-06,0.750419516514814,0.00228658577661244
"Pltp",13.6195681227745,12.133287377479,5.02369446234875,1.33652816876824,0.0345665753269755,1.30180507146637,0.0439377321185479,-0.228758924861386,0.928664303441913
"Ttc25",3.83032968582351,3.64588896122914,2.77600003435788,1.02351283220011,0.000345041399626101,0.983576227349789,0.000640135202474368,0.402093712502882,0.476808581807568
"Ergic3",160.750952561011,156.270547966731,180.805792692872,0.910373359995316,1.58524769896311e-07,0.778626738817343,1.05961728406002e-05,0.719886003348581,0.00325960852304363
"Dcun1d5",87.5400614397899,108.179071294522,98.1943442885278,0.716137689598138,0.000145746083855557,0.901956650998073,1.31693762188495e-06,0.790781417391068,0.00230226920808003
"Epb41l4a",37.8748884460268,37.3032370720837,28.0824507478933,1.00545122639299,1.91465590845882e-10,0.91223055012533,9.61499144579308e-09,0.49048818441598,0.0424711911838807
"Timm17b",44.9976504476653,44.4442623317628,46.7779299761361,0.9375530393419,4.13651978160564e-08,0.802387027161789,3.65731903132864e-06,0.665645651171818,0.0063849748283986
"Snx2",150.802697182352,156.353562919488,144.759724167638,0.834176696397877,4.28792171201621e-08,0.804290645806808,1.56608050549688e-07,0.766482983664118,0.000265493093672555
"Tspyl3",71.0826632163727,70.6027075576723,69.1572456375378,0.915734916979265,6.86809688871741e-17,0.79271995086997,6.94308853331775e-13,0.696268627855014,4.86836384288775e-06
"Mrpl41",87.5389478522141,91.5077490120924,107.104156397237,0.826060304059243,5.88853691603832e-09,0.719581241770045,5.70267750303718e-07,0.858848065825887,7.79512261243103e-06
"Tceal6",108.827627103327,109.841370875842,111.381117598841,0.816274553823351,2.06720244089971e-08,0.798068326376878,5.06429232442502e-08,0.789432910405727,7.32157611369625e-05
"Tmem114",3.96455761898187,3.11086736672203,4.19094610944905,1.20572601836631,0.000199379466506599,0.777528578056625,0.0238449835480814,0.418475885540724,0.489951115651901
"Tmem185b",20.5624236994273,14.8060975143139,17.8920796136039,0.90309574472245,3.61795978504586e-05,0.674717336250566,0.00318019722957866,0.822570192080201,0.00859426239781079
"Eid1",587.02584630218,684.646785450756,626.433705772747,0.709023884495961,7.04960171766702e-05,0.827827376806156,3.226965349196e-06,0.862890171327538,0.000346808536743861
"Gpr165",56.102401530611,46.5688044287384,43.6638037658543,0.896744389900065,0.0043877544071783,0.743940007998231,0.0229433885550653,0.758804986863452,0.105531148457054
"Mrpl54",44.0691766176114,44.0098539272836,49.1088652582123,0.842761094733972,3.30717991864354e-05,0.831151505852517,4.94143437911013e-05,0.725211667380209,0.0117562439654578
"Chchd2",150.694184924033,163.546144280758,162.956819737192,0.829622257856359,0.000331627687023394,0.832165137991878,0.00036282056143621,0.734771418300715,0.0258890513757047
"Mettl1",27.6973666066486,29.5380570825773,31.1021366119632,0.712340949142161,4.45823246402101e-06,0.927017125429686,1.25622369885143e-09,0.75717335742687,0.000418036160866141
"Magohb",10.1645345785781,12.3423950259808,12.5186171313081,0.684812295797952,0.000393783723062584,0.888935913082628,2.16114900433518e-06,0.822420167172727,0.00213425776360118
"Fgl2",5.25952177171401,5.42391745469085,3.88721816068649,0.765362358232778,0.0175365783314463,1.06149615594941,0.000733538805704006,0.567556039382931,0.29778196344512
"Brk1",234.539052072446,245.551688186093,246.860196565266,0.733745887680416,1.49058233981072e-06,0.810540501296831,1.03670444584127e-07,0.849331327720352,3.58841879226346e-05
"Cfap73",1.19155806253329,0.852354412902853,1.63235816815529,1.04931330889724,0.0462612647962746,0.421453262364002,0.527067065402262,0.922424851936625,0.251415993135107
"Hprt",524.810153620745,574.506575281531,519.50398566817,0.801758516452171,5.83949471212616e-07,0.787787560068897,1.13565406678308e-06,0.803616201020974,0.000255400245295804
"Phf1",117.932751573759,122.384943249619,121.376231496116,0.929903502194144,2.86344135857303e-08,0.828358803818872,1.06514828181832e-06,0.634172973181073,0.00815658658142367
"Sqstm1",1076.06965805138,1105.9658282865,1184.02712059665,0.950000847712494,3.69591557414778e-20,0.788318643531562,5.24321526404466e-14,0.652777330851961,4.86836384288775e-06
"Rpl17",10.5138952953331,12.0910827607543,13.2564544684288,0.942145812656514,4.05038108107474e-06,0.773693077853728,0.000151415853829366,0.673515972311908,0.0218766366224643
"Zfp622",96.9437666229113,103.96075938645,110.437481695009,0.973078949587201,2.08654658391263e-17,0.841806955193325,2.81040067952963e-13,0.573035528097768,0.000428452338892321
"Vgll2",0.729162983513198,0.446485219261246,0.765154952753229,1.36395712197797,0.0533525423770925,0.403126136776607,0.687325536820729,0.619333016496769,0.668157849264995
"Mrps28",23.1417913960066,26.2690498138605,30.8086209116835,0.702298273582816,0.00476324655400865,0.768407581509839,0.00192795920945745,0.914299899561197,0.00673575897211827
"Odf3l2",1.11942783943751,1.27559033425129,1.24670569016561,0.783335523524431,0.1495565167061,0.791856696222034,0.14139452793883,0.809671354262662,0.35305168627201
"Ssb",264.560511756015,284.240955358837,260.738363838121,0.785226660576168,5.93431693483459e-05,0.783107271667364,7.29002245868339e-05,0.814909570860483,0.00256697791057783
"4933403O08Rik",1.55978339698013,1.53167165495071,0.913958084356695,0.843345155584115,0.191139710739609,0.895631927147719,0.170028260000121,0.64325035773258,0.621803383992072
"Psenen",8.01453584983933,7.45539718910713,9.09348413704144,0.797295003325051,0.00440908563521454,0.597153593885479,0.0420088921278962,0.985807829602607,0.0115052355653133
"Med31",29.6998575967914,28.5389885250372,34.674041615205,0.740691622244526,2.62920035406814e-06,0.729635085183746,4.25005264058883e-06,0.90901522954914,2.0443672915618e-05
"P3h4",35.7629070328934,36.6845648716797,38.6554276762299,0.979199779629327,2.38754177166813e-06,0.756955427868855,0.000373315105157533,0.642784027020858,0.0350138369837395
